,ID,level,genre,main_score,concern_count,episodes_count,comments_count
0,547385,best,101.0,9.99,1711,58,1
1,539286,best,101.0,9.91,497,33,6
2,138937,best,101.0,9.99,3781,38,0
3,405685,best,101.0,9.98,2219,89,0
4,539502,best,101.0,9.96,2547,69,2
5,507429,best,101.0,9.95,423,17,0
6,533745,best,101.0,9.98,8546,101,1
7,512707,best,101.0,9.98,4217,73,0
8,519498,best,101.0,9.96,4154,95,0
9,398075,best,101.0,9.82,1982,317,0
10,495848,best,101.0,9.97,2886,57,1
11,531028,best,101.0,9.99,2971,85,5
12,521183,best,101.0,10.0,7692,72,3
13,508392,best,101.0,9.99,5607,114,3
14,346483,best,101.0,9.6,4789,33,0
15,540184,best,101.0,9.97,4624,93,4
16,536598,best,101.0,9.99,2137,47,2
17,353459,best,101.0,9.99,3542,49,0
18,407247,best,101.0,9.98,3422,94,2
19,233214,best,101.0,9.96,3251,43,1
20,529338,best,101.0,9.99,4614,108,4
21,533887,best,101.0,9.99,3727,81,1
22,535202,best,101.0,9.99,4623,23,3
23,547121,best,101.0,9.97,8138,125,16
24,489762,best,101.0,9.99,7101,80,4
25,402565,best,101.0,9.8,1298,232,0
26,272920,best,101.0,9.98,10350,80,0
27,351993,best,101.0,9.85,1316,187,3
28,527274,best,101.0,10.0,2010,202,2
29,491876,best,101.0,9.98,2156,121,9
30,546765,best,101.0,9.95,2627,36,0
31,420462,best,101.0,9.99,6713,93,0
32,530958,best,101.0,9.99,5226,89,4
33,296333,best,101.0,9.99,1423,39,1
34,472819,best,101.0,9.99,1697,16,0
35,187701,best,101.0,9.87,10052,278,1
36,527501,best,101.0,9.98,12289,44,5
37,537213,best,101.0,9.98,2692,73,0
38,388934,best,101.0,9.85,6894,22,1
39,479423,best,101.0,9.99,3486,32,2
40,546686,best,101.0,9.93,2129,23,0
41,541213,best,101.0,9.99,4083,27,2
42,523440,best,101.0,10.0,2929,74,0
43,492973,best,101.0,9.98,2914,80,5
44,89971,best,101.0,9.89,3755,174,0
45,361300,best,101.0,10.0,2622,5,0
46,495034,best,101.0,9.91,3112,106,0
47,498329,best,101.0,9.98,8239,74,1
48,528108,best,101.0,9.94,4845,70,6
49,408936,best,101.0,9.84,2081,67,0
50,538109,best,101.0,9.99,2297,41,2
51,539450,best,101.0,10.0,2269,34,1
52,479415,best,101.0,9.99,5363,146,0
53,458846,best,101.0,9.93,2634,6,2
54,536509,best,101.0,9.94,2298,9,3
55,468312,best,101.0,9.97,4176,91,0
56,263457,best,101.0,9.98,1444,204,4
57,491599,best,101.0,9.99,2943,7,0
58,496902,best,101.0,9.92,12105,66,3
59,513083,best,101.0,9.98,2634,70,0
60,409283,best,101.0,9.98,7047,88,3
61,505657,best,101.0,9.94,717,24,0
62,408286,best,101.0,9.98,1433,126,0
63,470391,best,101.0,9.84,606,44,0
64,364337,best,101.0,9.96,5479,37,1
65,57618,best,101.0,9.98,14295,57,0
66,512041,best,101.0,10.0,5140,6,5
67,410217,best,101.0,9.93,412,99,0
68,221400,best,101.0,9.88,7909,80,0
69,523598,best,101.0,9.97,7686,68,0
70,242308,best,101.0,9.99,4201,164,0
71,508428,best,101.0,9.96,1557,64,0
72,426242,best,101.0,9.99,9023,96,0
73,205491,best,101.0,9.85,7379,112,0
74,97071,best,101.0,9.97,25246,141,15
75,333567,best,101.0,9.97,9749,138,1
76,89749,best,101.0,9.88,3793,83,1
77,532969,best,101.0,9.99,5459,117,2
78,293152,best,101.0,9.94,4923,110,4
79,522990,best,101.0,9.99,4621,87,0
80,481331,best,101.0,0.0,2416,0,1
81,425239,best,101.0,9.73,4965,44,0
82,464501,best,101.0,9.97,7310,53,0
83,503631,best,101.0,9.98,5636,155,0
84,532577,best,101.0,9.99,3026,61,0
85,466329,best,101.0,9.99,3787,85,4
86,466560,best,101.0,9.99,4181,85,0
87,94006,best,101.0,9.96,2937,70,0
88,435864,best,101.0,9.94,1701,134,0
89,537950,best,101.0,10.0,2334,3,0
90,529028,best,101.0,9.98,2752,137,0
91,525752,best,101.0,9.98,9254,5,5
92,390312,best,101.0,9.83,1934,49,0
93,427497,best,101.0,9.98,4083,40,1
94,541017,best,101.0,9.96,1280,65,0
95,298787,best,101.0,9.96,4183,162,0
96,518861,best,101.0,9.99,5850,13,8
97,492903,best,101.0,9.99,3503,12,0
98,527904,best,101.0,9.92,2428,40,0
99,330701,best,101.0,9.99,5383,8,0
100,492933,best,101.0,9.99,4745,74,0
101,406141,best,101.0,9.98,1235,6,0
102,531428,best,101.0,9.99,5718,6,0
103,429866,best,101.0,9.98,3741,131,0
104,331186,best,101.0,10.0,2321,8,0
105,500996,best,101.0,9.98,4804,135,0
106,396814,best,101.0,9.98,3933,127,0
107,71386,best,101.0,9.72,926,9,0
108,284661,best,101.0,9.96,15983,107,0
109,224412,best,101.0,9.96,10424,89,0
110,365390,best,101.0,9.97,12737,137,0
111,531464,best,101.0,10.0,2471,78,2
112,465054,best,101.0,9.97,3252,61,2
113,332617,best,101.0,9.46,3690,42,0
114,526284,best,101.0,9.92,3814,10,0
115,469641,best,101.0,9.87,611,5,0
116,470887,best,101.0,9.97,5077,133,0
117,519543,best,101.0,9.99,3499,97,0
118,404166,best,101.0,9.98,8938,118,0
119,502049,best,101.0,9.96,2530,67,0
120,211761,best,101.0,9.97,1205,72,0
121,506393,best,101.0,9.99,12049,11,0
122,374685,best,101.0,0.0,4526,0,1
123,454447,best,101.0,9.99,1464,49,0
124,285587,best,101.0,9.95,7684,58,0
125,434212,best,101.0,9.96,7019,107,2
126,275206,best,101.0,9.99,8557,173,0
127,391634,best,101.0,9.99,10065,89,0
128,126085,best,101.0,9.98,6887,105,0
129,425873,best,101.0,9.93,2464,8,0
130,509076,best,101.0,9.88,5849,8,1
131,504146,best,101.0,9.99,2485,30,0
132,525910,best,101.0,9.82,1439,14,0
133,360730,best,101.0,9.99,693,123,0
134,183564,best,101.0,10.0,2542,1,0
135,526291,best,101.0,9.96,2957,8,0
136,490335,best,101.0,9.82,601,2,0
137,371227,best,101.0,9.96,4057,53,0
138,425694,best,101.0,9.94,3945,105,0
139,329691,best,101.0,9.93,3232,1,0
140,451833,best,101.0,9.99,6420,117,1
141,502326,best,101.0,9.98,5392,8,0
142,398463,best,101.0,9.99,3268,11,0
143,411183,best,101.0,9.97,5611,30,0
144,70754,best,101.0,9.9,7680,4,0
145,501306,best,101.0,9.97,2700,94,0
146,271443,best,101.0,9.96,11910,106,1
147,344651,best,101.0,9.97,4269,107,0
148,358700,best,101.0,9.99,4568,13,0
149,473393,best,101.0,9.97,1850,63,0
150,505015,best,101.0,9.99,3020,10,0
151,366765,best,101.0,9.96,2788,69,0
152,485480,best,101.0,9.99,2241,101,0
153,407800,best,101.0,9.99,1069,88,0
154,452166,best,101.0,9.92,1465,52,0
155,487571,best,101.0,9.97,4565,84,0
156,389183,best,101.0,9.94,3143,2,0
157,196107,best,101.0,9.98,1136,99,0
158,11916,best,101.0,9.98,9234,8,0
159,499199,best,101.0,9.99,1128,105,0
160,485027,best,101.0,9.83,6855,1,1
161,518005,best,101.0,9.99,2421,80,0
162,436878,best,101.0,9.99,13828,8,0
163,496329,best,101.0,9.99,3661,83,0
164,377644,best,101.0,9.97,2711,1,0
165,511452,best,101.0,9.96,2797,10,0
166,350895,best,101.0,9.99,2068,113,0
167,394494,best,101.0,9.97,5781,109,0
168,429702,best,101.0,9.99,1496,102,0
169,422010,best,101.0,9.93,2823,1,0
170,366006,best,101.0,9.96,3344,3,0
171,405541,best,101.0,9.96,2181,9,0
172,262707,best,101.0,9.71,1753,1,0
173,427340,best,101.0,9.93,1683,8,0
174,471017,best,101.0,9.91,1789,9,0
175,110067,best,101.0,9.7,334,76,0
176,12877,best,101.0,9.84,4218,87,0
177,500688,best,101.0,9.98,3880,5,0
178,268129,best,101.0,9.99,10626,116,0
179,504591,best,101.0,9.99,1304,70,0
180,375350,best,101.0,9.99,4979,103,0
181,475727,best,101.0,9.98,5117,106,0
182,408776,best,101.0,9.98,3876,6,0
183,409943,best,101.0,9.79,2697,61,0
184,417421,best,101.0,9.97,4329,7,0
185,462969,best,101.0,9.96,1430,90,0
186,525735,best,101.0,9.99,2046,86,0
187,143210,best,101.0,9.94,10525,4,0
188,406260,best,101.0,9.96,5350,2,1
189,475961,best,101.0,9.96,3787,123,0
190,378668,best,101.0,9.99,7553,105,0
191,430661,best,101.0,9.99,7050,110,0
192,250367,best,101.0,9.99,1656,8,0
193,501002,best,101.0,9.97,2172,117,0
194,485192,best,101.0,9.99,1057,97,0
195,246738,best,101.0,9.99,3796,102,0
196,427092,best,101.0,9.98,5702,101,0
197,496566,best,101.0,9.99,1064,9,0
198,411963,best,101.0,9.87,4480,6,0
199,491784,best,101.0,9.99,1390,5,0
200,175183,best,101.0,9.96,5956,7,0
201,115949,best,101.0,9.98,6130,139,0
202,471841,best,101.0,9.95,1882,3,0
203,335437,best,101.0,9.98,1438,6,0
204,286895,best,101.0,9.99,3918,10,0
205,466825,best,101.0,9.98,1887,21,0
206,387226,best,101.0,9.98,2188,7,0
207,511612,best,101.0,9.98,2086,8,0
208,455288,best,101.0,9.96,3166,5,0
209,428479,best,101.0,9.98,3474,11,0
210,456136,best,101.0,9.81,1341,95,0
211,255438,best,101.0,9.99,11009,140,0
212,459905,best,101.0,9.99,2255,6,0
213,452783,best,101.0,9.97,4227,2,0
214,523063,best,101.0,9.93,2186,79,0
215,403786,best,101.0,9.98,2521,71,0
216,242268,best,101.0,9.97,2038,15,0
217,210270,best,101.0,9.97,6893,176,0
218,308637,best,101.0,9.99,4877,120,0
219,481313,best,101.0,9.95,1250,7,0
220,352161,best,101.0,9.96,2890,94,0
221,218959,best,101.0,9.96,2579,16,0
222,215681,best,101.0,9.99,5037,12,0
223,437101,best,101.0,9.98,10500,36,1
224,459172,best,101.0,9.86,1973,18,0
225,159392,best,101.0,9.92,14361,3,0
226,242099,best,101.0,9.99,2042,33,0
227,377750,best,101.0,9.55,4165,1,0
228,391610,best,101.0,9.99,1566,6,0
229,406576,best,101.0,9.99,4409,6,0
230,414728,best,101.0,9.94,6956,182,0
231,480899,best,101.0,9.95,4026,124,0
232,428793,best,101.0,9.97,5592,78,1
233,408958,best,101.0,9.97,2010,98,0
234,473575,best,101.0,9.99,3790,5,0
235,244700,best,101.0,9.98,18478,145,0
236,483652,best,101.0,9.93,574,57,0
237,477775,best,101.0,9.96,4573,54,0
238,495488,best,101.0,9.98,1286,7,0
239,396134,best,101.0,9.94,4130,11,0
240,399078,best,101.0,9.97,2593,134,0
241,409717,best,101.0,9.99,2733,41,0
242,396141,best,101.0,9.97,4737,69,0
243,40385,best,101.0,9.88,1188,173,0
244,323244,best,101.0,9.98,5967,7,0
245,396422,best,101.0,9.97,2763,6,0
246,464754,best,101.0,9.91,3396,6,0
247,331979,best,101.0,9.95,8135,194,0
248,95981,best,101.0,9.92,9744,229,0
249,115087,best,101.0,9.9,12494,116,0
250,496576,best,101.0,9.99,1641,74,0
251,129295,best,101.0,9.84,4311,4,0
252,342283,best,101.0,9.98,2953,86,0
253,332676,best,101.0,9.99,2169,15,0
254,89045,best,101.0,9.98,1847,74,0
255,379123,best,101.0,9.9,2502,68,0
256,465420,best,101.0,9.96,2004,70,0
257,180890,best,101.0,9.39,8206,3,0
258,196867,best,101.0,9.92,2251,13,0
259,425840,best,101.0,9.97,5084,4,0
260,461279,best,101.0,9.99,1645,83,0
261,420227,best,101.0,9.99,4775,7,0
262,467477,best,101.0,9.96,5264,7,0
263,221468,best,101.0,9.98,46868,250,4
264,394345,best,101.0,9.98,1975,10,0
265,235100,best,101.0,9.99,7859,88,0
266,375934,best,101.0,9.98,843,107,0
267,213429,best,101.0,9.99,9441,34,0
268,363983,best,101.0,9.99,4256,21,0
269,429384,best,101.0,9.99,1984,16,0
270,80051,best,101.0,9.77,4078,112,0
271,384688,best,101.0,9.9,3265,16,0
272,468602,best,101.0,9.87,975,103,0
273,339297,best,101.0,9.99,3626,84,0
274,434054,best,101.0,9.98,3004,68,0
275,419262,best,101.0,9.94,5505,7,0
276,295483,best,101.0,9.99,7253,10,0
277,8513,best,101.0,9.96,1263,63,0
278,193407,best,101.0,9.98,2639,144,0
279,457649,best,101.0,9.99,6519,1,0
280,463625,best,101.0,9.97,1939,115,0
281,332114,best,101.0,9.94,7214,10,0
282,459255,best,101.0,9.97,8334,8,1
283,212496,best,101.0,9.98,6640,9,0
284,468797,best,101.0,9.93,3927,32,0
285,418685,best,101.0,9.96,4287,135,0
286,309466,best,101.0,9.66,2166,1,0
287,210769,best,101.0,9.98,1551,16,0
288,242008,best,101.0,9.94,592,6,0
289,201390,best,101.0,9.4,2404,1,0
290,403888,best,101.0,9.99,2901,8,0
291,464497,best,101.0,9.97,1340,33,0
292,158190,best,101.0,9.97,3441,10,0
293,138488,best,101.0,9.96,3322,205,0
294,237175,best,101.0,9.97,6928,86,0
295,1305,best,101.0,9.94,4589,52,0
296,509803,best,101.0,9.98,1923,15,0
297,119229,best,101.0,0.0,1199,0,0
298,165993,best,101.0,9.92,6649,103,0
299,427001,best,101.0,9.97,6517,38,0
300,111649,best,101.0,9.92,1911,59,0
301,391540,best,101.0,9.96,2158,12,0
302,423592,best,101.0,9.97,2626,101,0
303,465064,best,101.0,9.98,3277,54,0
304,450314,best,101.0,9.98,2642,3,0
305,306648,best,101.0,9.99,6513,118,0
306,321889,best,101.0,9.65,6392,1,0
307,160631,best,101.0,9.97,5745,8,0
308,184701,best,101.0,9.96,3439,12,0
309,283425,best,101.0,9.95,4231,2,0
310,411783,best,101.0,9.93,3762,56,0
311,301879,best,101.0,9.92,1985,101,0
312,97896,best,101.0,9.95,4647,186,0
313,342054,best,101.0,9.96,2538,73,0
314,489894,best,101.0,9.99,1733,67,0
315,403038,best,101.0,9.99,2298,12,0
316,208892,best,101.0,9.95,13834,10,0
317,212423,best,101.0,9.99,1196,18,0
318,412738,best,101.0,9.99,3117,17,0
319,184825,best,101.0,9.96,24223,154,0
320,242800,best,101.0,9.99,4521,160,0
321,204437,best,101.0,9.91,3057,7,0
322,407273,best,101.0,9.98,4330,1,0
323,253683,best,101.0,9.92,4552,1,0
324,195441,best,101.0,9.99,3924,55,0
325,459929,best,101.0,8.2,1948,1,0
326,216953,best,101.0,9.98,5345,90,0
327,322507,best,101.0,9.6,1434,1,0
328,401641,best,101.0,9.97,4095,82,0
329,185112,best,101.0,9.8,5323,8,0
330,396706,best,101.0,9.97,10864,102,1
331,200455,best,101.0,9.73,4684,4,0
332,179753,best,101.0,9.97,4684,122,0
333,157904,best,101.0,9.99,6677,37,0
334,394233,best,101.0,9.98,11965,10,0
335,243918,best,101.0,9.96,5469,9,0
336,3705,best,101.0,9.97,3423,19,0
337,464827,best,101.0,9.88,504,57,0
338,400554,best,101.0,9.94,6732,2,0
339,160234,best,101.0,9.0,2838,1,0
340,301865,best,101.0,9.96,3638,129,0
341,428558,best,101.0,9.95,6666,128,0
342,335992,best,101.0,9.98,2342,74,0
343,241681,best,101.0,9.98,3289,3,0
344,321141,best,101.0,9.95,1493,15,0
345,348480,best,101.0,9.99,5371,92,0
346,286370,best,101.0,9.73,7775,5,0
347,270059,best,101.0,9.98,1227,58,0
348,297508,best,101.0,9.95,2196,1,0
349,241372,best,101.0,9.99,972,19,0
350,205552,best,101.0,9.75,6801,9,0
351,371570,best,101.0,9.98,3261,126,0
352,208969,best,101.0,9.94,8204,30,0
353,132484,best,101.0,9.95,13958,11,0
354,207375,best,101.0,9.94,2690,23,0
355,224588,best,101.0,9.99,3605,1,0
356,367188,best,101.0,9.96,3720,2,0
357,438060,best,101.0,9.92,1220,53,0
358,268811,best,101.0,9.97,11017,93,0
359,137378,best,101.0,9.95,15508,93,0
360,159943,best,101.0,9.73,14734,1,0
361,341822,best,101.0,9.99,16824,40,0
362,290489,best,101.0,9.99,3195,6,0
363,264631,best,101.0,9.99,6309,98,0
364,182917,best,101.0,9.97,2614,23,0
365,232526,best,101.0,9.98,16783,119,0
366,424242,best,101.0,9.99,2548,89,0
367,387429,best,101.0,9.93,1425,4,0
368,391767,best,101.0,9.95,1617,4,0
369,352187,best,101.0,9.98,533,5,0
370,239904,best,101.0,9.98,3187,18,0
371,275467,best,101.0,9.99,3345,138,0
372,219899,best,101.0,9.97,13279,99,0
373,301661,best,101.0,9.96,2321,55,0
374,204423,best,101.0,9.86,2892,5,0
375,196768,best,101.0,9.91,4626,8,0
376,206590,best,101.0,9.99,525,10,0
377,201838,best,101.0,9.95,2956,81,0
378,241795,best,101.0,9.92,1509,20,0
379,221470,best,101.0,9.93,8340,97,0
380,195683,best,101.0,9.94,4155,249,0
381,102061,best,101.0,9.95,2213,81,0
382,166674,best,101.0,9.88,2008,10,0
383,14920,best,101.0,9.83,6599,18,0
384,335327,best,101.0,9.99,5156,89,0
385,254855,best,101.0,9.98,7351,9,0
386,403312,best,101.0,9.99,1925,25,0
387,266842,best,101.0,9.99,12381,116,0
388,192864,best,101.0,9.91,2870,19,0
389,224260,best,101.0,9.99,8609,163,0
390,196739,best,101.0,9.9,2483,155,0
391,313546,best,101.0,9.96,4947,16,0
392,311677,best,101.0,9.97,6712,10,0
393,216936,best,101.0,9.95,7163,209,0
394,385969,best,101.0,9.99,3572,109,0
395,211863,best,101.0,9.98,9087,14,0
396,153099,best,101.0,9.58,1312,8,0
397,248871,best,101.0,9.97,1762,13,0
398,241879,best,101.0,9.95,272,20,0
399,416512,best,101.0,9.95,5840,10,0
400,186845,best,101.0,9.87,2239,10,0
401,329745,best,101.0,9.97,2159,6,0
402,198176,best,101.0,0.0,2906,0,0
403,193677,best,101.0,9.97,5250,121,0
404,199905,best,101.0,9.87,1794,74,0
405,380411,best,101.0,9.99,3692,57,0
406,192186,best,101.0,9.99,1620,27,0
407,387962,best,101.0,9.99,2631,83,0
408,200317,best,101.0,9.94,3798,7,0
409,207055,best,101.0,9.97,12709,103,0
410,228700,best,101.0,9.87,2453,9,0
411,178786,best,101.0,9.96,5053,32,0
412,4219,best,101.0,9.94,3563,58,0
413,322064,best,101.0,9.99,2212,139,0
414,160307,best,101.0,9.94,4576,145,0
415,160425,best,101.0,9.94,12623,66,0
416,244224,best,101.0,9.91,2143,7,0
417,258752,best,101.0,9.99,4035,10,0
418,236500,best,101.0,9.99,5796,216,0
419,215972,best,101.0,9.95,4347,75,0
420,241357,best,101.0,9.98,254,11,0
421,332550,best,101.0,9.98,3858,5,0
422,130749,best,101.0,9.87,2134,70,0
423,221045,best,101.0,9.98,16069,89,0
424,166170,best,101.0,9.96,10284,111,0
425,108410,best,101.0,9.98,13807,80,0
426,259407,best,101.0,9.98,3081,10,0
427,336855,best,101.0,9.99,2778,65,0
428,385491,best,101.0,9.94,2681,1,0
429,144436,best,101.0,9.61,3406,151,0
430,168124,best,101.0,9.94,4770,72,0
431,153517,best,101.0,9.84,6307,41,0
432,271931,best,101.0,9.99,7574,1,0
433,178432,best,101.0,9.92,650,63,0
434,263889,best,101.0,9.98,8408,125,0
435,198723,best,101.0,9.96,1267,11,0
436,196646,best,101.0,9.92,1957,32,0
437,343394,best,101.0,9.96,733,16,0
438,196293,best,101.0,9.92,4168,126,0
439,247382,best,101.0,9.7,2489,134,0
440,133566,best,101.0,9.97,4063,14,0
441,124862,best,101.0,9.87,1868,7,0
442,199265,best,101.0,9.97,3019,64,0
443,201507,best,101.0,9.99,12633,199,1
444,173827,best,101.0,9.97,1190,13,0
445,261392,best,101.0,9.99,3528,167,0
446,189351,best,101.0,9.92,1223,45,0
447,131961,best,101.0,9.94,1319,55,0
448,216381,best,101.0,9.99,4032,28,0
449,207470,best,101.0,9.88,8971,32,0
450,33458,best,101.0,10.0,6292,1,0
451,96060,best,101.0,9.76,3024,334,0
452,279749,best,101.0,9.95,2146,3,0
453,213426,best,101.0,9.96,7190,149,0
454,240836,best,101.0,9.97,5998,10,0
455,215212,best,101.0,0.0,3415,0,0
456,265408,best,101.0,9.99,1820,94,0
457,168507,best,101.0,9.93,8519,34,0
458,160218,best,101.0,9.89,1916,31,0
459,124659,best,101.0,9.92,3081,6,0
460,116964,best,101.0,9.98,532,25,0
461,186768,best,101.0,9.89,7767,89,0
462,224088,best,101.0,9.98,1974,12,0
463,220164,best,101.0,9.97,6092,49,0
464,58533,best,101.0,9.98,2129,171,0
465,156544,best,101.0,9.89,2292,11,0
466,257277,best,101.0,9.98,3941,91,0
467,214783,best,101.0,9.86,5224,5,0
468,128925,best,101.0,9.95,6982,77,0
469,217507,best,101.0,9.96,9327,94,0
470,154656,best,101.0,9.95,5455,97,0
471,118292,best,101.0,9.93,5950,82,0
472,213062,best,101.0,9.98,3037,33,0
473,201073,best,101.0,9.95,9036,18,0
474,190144,best,101.0,9.96,237,46,0
475,93015,best,101.0,9.96,4000,127,0
476,202642,best,101.0,9.98,13418,119,0
477,185015,best,101.0,9.92,441,3,0
478,251859,best,101.0,9.7,518,34,0
479,163353,best,101.0,9.92,3898,19,0
480,156561,best,101.0,9.95,1105,75,0
481,125999,best,101.0,9.87,2160,11,0
482,189099,best,101.0,9.9,8357,61,0
483,239932,best,101.0,9.96,832,10,0
484,31992,best,101.0,9.68,1063,3,0
485,233128,best,101.0,9.95,2798,6,0
486,179855,best,101.0,9.92,25409,1,0
487,158768,best,101.0,9.97,1803,45,0
488,159465,best,101.0,9.85,884,42,0
489,201198,best,101.0,9.98,2380,10,0
490,200002,best,101.0,9.72,841,10,0
491,174542,best,101.0,9.96,7632,64,0
492,194711,best,101.0,9.96,1897,10,0
493,184949,best,101.0,9.98,2481,10,0
494,184356,best,101.0,9.88,1871,10,0
495,170703,best,101.0,9.97,790,7,0
496,171673,best,101.0,9.88,994,10,0
497,144090,best,101.0,9.92,9318,10,0
498,495256,best,102.0,9.99,618,63,1
499,244501,best,102.0,9.93,1380,9,0
500,460968,best,102.0,9.88,319,48,0
501,94218,best,102.0,9.87,2527,385,0
502,397309,best,102.0,9.96,651,212,0
503,530986,best,102.0,9.64,309,111,0
504,165497,best,102.0,9.74,2341,264,0
505,200409,best,102.0,0.0,878,0,0
506,510864,best,102.0,9.92,560,97,1
507,209544,best,102.0,9.81,5092,489,1
508,431921,best,102.0,9.87,1433,167,6
509,492007,best,102.0,9.48,286,94,1
510,388687,best,102.0,9.91,2104,523,1
511,389896,best,102.0,9.51,670,41,2
512,9970,best,102.0,8.48,3599,4,0
513,540513,best,102.0,9.57,938,83,10
514,530961,best,102.0,9.96,253,53,0
515,178952,best,102.0,9.9,2141,12,0
516,460746,best,102.0,9.84,433,110,0
517,541054,best,102.0,9.87,146,129,0
518,509211,best,102.0,9.77,241,83,2
519,360108,best,102.0,9.89,2375,112,0
520,468689,best,102.0,9.93,3995,92,5
521,327076,best,102.0,9.8,2298,114,2
522,485171,best,102.0,9.67,183,100,0
523,358372,best,102.0,9.94,204,235,0
